inventory_id,pharmacy_id,medicine_id,quantity,status,updated_at
INV001429,PH0027,MED0290,326,AVAILABLE,2026-08-18 13:44:52
INV001430,PH0027,MED0438,233,AVAILABLE,2026-08-18 13:30:31
INV001431,PH0027,MED0146,336,AVAILABLE,2026-08-18 09:50:43
INV001432,PH0027,MED0213,31,AVAILABLE,2026-08-18 12:50:00
INV001433,PH0027,MED0388,375,AVAILABLE,2026-08-18 10:51:36
INV001434,PH0027,MED0440,0,OUT_OF_STOCK,2026-08-18 11:39:15
INV001435,PH0027,MED0243,379,AVAILABLE,2026-08-18 10:59:21
INV001436,PH0027,MED0446,101,AVAILABLE,2026-08-18 11:21:52
INV001437,PH0027,MED0489,398,AVAILABLE,2026-08-18 14:36:30
INV001438,PH0027,MED0309,233,AVAILABLE,2026-08-18 10:24:14
INV001439,PH0027,MED0303,0,OUT_OF_STOCK,2026-08-18 14:50:49
INV001440,PH0027,MED0020,0,OUT_OF_STOCK,2026-08-18 11:31:16
INV001441,PH0027,MED0173,215,AVAILABLE,2026-08-18 10:20:07
INV001442,PH0028,MED0122,215,AVAILABLE,2026-08-16 11:22:06
INV001443,PH0028,MED0457,119,AVAILABLE,2026-08-16 13:18:27
INV001444,PH0028,MED0207,382,AVAILABLE,2026-08-16 16:34:40
INV001445,PH0028,MED0287,196,AVAILABLE,2026-08-16 13:41:02
INV001446,PH0028,MED0185,344,AVAILABLE,2026-08-16 13:17:45
INV001447,PH0028,MED0022,16,LOW_STOCK,2026-08-16 16:19:08
INV001448,PH0028,MED0486,341,AVAILABLE,2026-08-16 14:21:39
INV001449,PH0028,MED0453,100,AVAILABLE,2026-08-16 16:13:17
INV001450,PH0028,MED0361,350,AVAILABLE,2026-08-16 13:07:48
INV001451,PH0028,MED0380,0,OUT_OF_STOCK,2026-08-16 15:03:30
INV001452,PH0028,MED0195,85,AVAILABLE,2026-08-16 15:34:17
INV001453,PH0028,MED0049,257,AVAILABLE,2026-08-16 11:27:37
INV001454,PH0028,MED0053,199,AVAILABLE,2026-08-16 16:33:57
INV001455,PH0028,MED0010,387,AVAILABLE,2026-08-16 12:13:39
INV001456,PH0028,MED0405,282,AVAILABLE,2026-08-16 11:47:18
INV001457,PH0028,MED0370,0,OUT_OF_STOCK,2026-08-16 11:31:03
INV001458,PH0028,MED0233,13,LOW_STOCK,2026-08-16 17:00:01
INV001459,PH0028,MED0302,167,AVAILABLE,2026-08-16 13:46:53
INV001460,PH0028,MED0224,113,AVAILABLE,2026-08-16 15:31:23
INV001461,PH0028,MED0181,203,AVAILABLE,2026-08-16 12:00:46
INV001462,PH0028,MED0019,0,OUT_OF_STOCK,2026-08-16 11:22:06
INV001463,PH0028,MED0062,330,AVAILABLE,2026-08-16 11:17:59
INV001464,PH0028,MED0348,316,AVAILABLE,2026-08-16 16:57:22
INV001465,PH0028,MED0289,19,LOW_STOCK,2026-08-16 14:03:56
INV001466,PH0028,MED0384,372,AVAILABLE,2026-08-16 15:32:18
INV001467,PH0028,MED0119,219,AVAILABLE,2026-08-16 15:07:14
INV001468,PH0028,MED0188,0,OUT_OF_STOCK,2026-08-16 16:17:19
INV001469,PH0028,MED0246,271,AVAILABLE,2026-08-16 13:54:39
INV001470,PH0028,MED0249,0,OUT_OF_STOCK,2026-08-16 11:48:56
INV001471,PH0028,MED0026,376,AVAILABLE,2026-08-16 11:12:03
INV001472,PH0028,MED0082,8,LOW_STOCK,2026-08-16 16:39:06
INV001473,PH0028,MED0086,46,AVAILABLE,2026-08-16 14:35:45
INV001474,PH0028,MED0105,90,AVAILABLE,2026-08-16 12:02:09
INV001475,PH0028,MED0482,65,AVAILABLE,2026-08-16 11:08:32
INV001476,PH0028,MED0491,18,LOW_STOCK,2026-08-16 14:48:10
INV001477,PH0028,MED0142,19,LOW_STOCK,2026-08-16 15:26:00
INV001478,PH0028,MED0354,60,AVAILABLE,2026-08-16 12:34:26
INV001479,PH0028,MED0067,129,AVAILABLE,2026-08-16 14:02:32
INV001480,PH0028,MED0158,82,AVAILABLE,2026-08-16 12:32:11
INV001481,PH0028,MED0496,286,AVAILABLE,2026-08-16 13:34:29
INV001482,PH0028,MED0042,0,OUT_OF_STOCK,2026-08-16 15:37:14
INV001483,PH0028,MED0255,387,AVAILABLE,2026-08-16 13:40:43
INV001484,PH0028,MED0029,321,AVAILABLE,2026-08-16 12:49:41
INV001485,PH0028,MED0006,255,AVAILABLE,2026-08-16 12:14:34
INV001486,PH0028,MED0434,205,AVAILABLE,2026-08-16 15:41:45
INV001487,PH0028,MED0459,307,AVAILABLE,2026-08-16 15:39:35
INV001488,PH0028,MED0064,67,AVAILABLE,2026-08-16 11:21:08
INV001489,PH0028,MED0040,130,AVAILABLE,2026-08-16 13:15:30
INV001490,PH0028,MED0001,0,OUT_OF_STOCK,2026-08-16 15:46:11
INV001491,PH0028,MED0043,0,OUT_OF_STOCK,2026-08-16 17:02:56
INV001492,PH0029,MED0106,281,AVAILABLE,2026-08-19 18:16:36
INV001493,PH0029,MED0238,340,AVAILABLE,2026-08-19 19:39:33
INV001494,PH0029,MED0329,189,AVAILABLE,2026-08-19 20:33:06
INV001495,PH0029,MED0051,323,AVAILABLE,2026-08-19 17:29:10
INV001496,PH0029,MED0233,359,AVAILABLE,2026-08-19 17:11:45
INV001497,PH0029,MED0271,115,AVAILABLE,2026-08-19 17:35:45
INV001498,PH0029,MED0158,104,AVAILABLE,2026-08-19 18:31:48
INV001499,PH0029,MED0046,4,LOW_STOCK,2026-08-19 19:40:12
INV001500,PH0029,MED0096,211,AVAILABLE,2026-08-19 21:34:25
INV001501,PH0029,MED0028,281,AVAILABLE,2026-08-19 19:44:46
INV001502,PH0029,MED0133,14,LOW_STOCK,2026-08-19 19:55:18
INV001503,PH0029,MED0119,273,AVAILABLE,2026-08-19 19:49:02
INV001504,PH0029,MED0019,224,AVAILABLE,2026-08-19 21:09:37
INV001505,PH0029,MED0496,132,AVAILABLE,2026-08-19 19:57:13
INV001506,PH0029,MED0441,163,AVAILABLE,2026-08-19 19:23:04
INV001507,PH0029,MED0147,5,LOW_STOCK,2026-08-19 22:21:20
INV001508,PH0029,MED0055,122,AVAILABLE,2026-08-19 22:20:40
INV001509,PH0029,MED0187,196,AVAILABLE,2026-08-19 18:43:46
INV001510,PH0029,MED0503,327,AVAILABLE,2026-08-19 19:03:38
INV001511,PH0029,MED0037,378,AVAILABLE,2026-08-19 19:05:44
INV001512,PH0029,MED0124,382,AVAILABLE,2026-08-19 20:05:15
INV001513,PH0029,MED0518,371,AVAILABLE,2026-08-19 22:26:43
INV001514,PH0029,MED0088,289,AVAILABLE,2026-08-19 20:31:01
INV001515,PH0029,MED0114,100,AVAILABLE,2026-08-19 20:15:37
INV001516,PH0029,MED0040,81,AVAILABLE,2026-08-19 17:47:50
INV001517,PH0029,MED0221,335,AVAILABLE,2026-08-19 19:07:07
INV001518,PH0029,MED0042,191,AVAILABLE,2026-08-19 21:29:15
INV001519,PH0029,MED0219,202,AVAILABLE,2026-08-19 18:06:31
INV001520,PH0029,MED0400,203,AVAILABLE,2026-08-19 18:09:35
INV001521,PH0029,MED0066,77,AVAILABLE,2026-08-19 19:09:48
INV001522,PH0029,MED0077,326,AVAILABLE,2026-08-19 20:16:15
INV001523,PH0029,MED0007,24,AVAILABLE,2026-08-19 17:21:02
INV001524,PH0029,MED0063,125,AVAILABLE,2026-08-19 20:43:33
INV001525,PH0029,MED0035,114,AVAILABLE,2026-08-19 22:27:55
INV001526,PH0029,MED0232,118,AVAILABLE,2026-08-19 17:48:32
INV001527,PH0029,MED0417,397,AVAILABLE,2026-08-19 20:52:04
INV001528,PH0029,MED0252,347,AVAILABLE,2026-08-19 21:54:00
INV001529,PH0029,MED0075,0,OUT_OF_STOCK,2026-08-19 19:41:08
INV001530,PH0029,MED0303,130,AVAILABLE,2026-08-19 20:59:59
INV001531,PH0029,MED0117,105,AVAILABLE,2026-08-19 19:57:14
INV001532,PH0029,MED0478,44,AVAILABLE,2026-08-19 19:25:31
INV001533,PH0029,MED0199,0,OUT_OF_STOCK,2026-08-19 18:54:08
INV001534,PH0029,MED0270,62,AVAILABLE,2026-08-19 18:00:17
INV001535,PH0029,MED0156,37,AVAILABLE,2026-08-19 21:11:02
INV001536,PH0029,MED0425,120,AVAILABLE,2026-08-19 17:22:18
INV001537,PH0029,MED0397,56,AVAILABLE,2026-08-19 17:48:02
INV001538,PH0029,MED0338,132,AVAILABLE,2026-08-19 20:11:59
INV001539,PH0029,MED0207,289,AVAILABLE,2026-08-19 20:26:12
INV001540,PH0029,MED0378,12,LOW_STOCK,2026-08-19 20:52:26
INV001541,PH0029,MED0442,28,AVAILABLE,2026-08-19 20:45:40
INV001542,PH0029,MED0104,221,AVAILABLE,2026-08-19 22:35:10
INV001543,PH0029,MED0419,268,AVAILABLE,2026-08-19 17:41:48
INV001544,PH0029,MED0112,13,LOW_STOCK,2026-08-19 19:02:01
INV001545,PH0029,MED0044,89,AVAILABLE,2026-08-19 22:32:35
INV001546,PH0029,MED0240,125,AVAILABLE,2026-08-19 20:27:40
INV001547,PH0029,MED0255,173,AVAILABLE,2026-08-19 19:05:14
INV001548,PH0029,MED0194,326,AVAILABLE,2026-08-19 18:41:11
INV001549,PH0029,MED0212,12,LOW_STOCK,2026-08-19 20:22:44
INV001550,PH0030,MED0233,5,LOW_STOCK,2026-08-18 16:05:17
INV001551,PH0030,MED0349,41,AVAILABLE,2026-08-18 19:52:55
INV001552,PH0030,MED0255,202,AVAILABLE,2026-08-18 15:05:14
INV001553,PH0030,MED0308,352,AVAILABLE,2026-08-18 15:52:32
INV001554,PH0030,MED0191,145,AVAILABLE,2026-08-18 15:44:27
INV001555,PH0030,MED0476,252,AVAILABLE,2026-08-18 18:51:55
INV001556,PH0030,MED0046,91,AVAILABLE,2026-08-18 20:22:13
INV001557,PH0030,MED0227,113,AVAILABLE,2026-08-18 18:24:20
INV001558,PH0030,MED0024,330,AVAILABLE,2026-08-18 18:40:54
INV001559,PH0030,MED0438,282,AVAILABLE,2026-08-18 19:18:15
INV001560,PH0030,MED0234,0,OUT_OF_STOCK,2026-08-18 17:32:21
INV001561,PH0030,MED0459,0,OUT_OF_STOCK,2026-08-18 18:01:24
INV001562,PH0030,MED0241,361,AVAILABLE,2026-08-18 16:13:07
INV001563,PH0030,MED0410,311,AVAILABLE,2026-08-18 15:16:38
INV001564,PH0030,MED0007,53,AVAILABLE,2026-08-18 18:10:11
INV001565,PH0030,MED0381,55,AVAILABLE,2026-08-18 19:59:14
INV001566,PH0030,MED0176,0,OUT_OF_STOCK,2026-08-18 20:19:49
INV001567,PH0030,MED0056,104,AVAILABLE,2026-08-18 18:52:19
INV001568,PH0030,MED0321,239,AVAILABLE,2026-08-18 15:24:01
INV001569,PH0030,MED0066,111,AVAILABLE,2026-08-18 17:47:10
INV001570,PH0030,MED0101,0,OUT_OF_STOCK,2026-08-18 16:13:21
INV001571,PH0030,MED0160,312,AVAILABLE,2026-08-18 18:03:04
INV001572,PH0030,MED0332,0,OUT_OF_STOCK,2026-08-18 18:37:51
INV001573,PH0030,MED0031,38,AVAILABLE,2026-08-18 18:01:04
INV001574,PH0030,MED0187,175,AVAILABLE,2026-08-18 16:33:16
INV001575,PH0030,MED0447,382,AVAILABLE,2026-08-18 19:38:41
INV001576,PH0030,MED0172,0,OUT_OF_STOCK,2026-08-18 16:18:40
INV001577,PH0030,MED0390,356,AVAILABLE,2026-08-18 17:57:02
INV001578,PH0030,MED0253,230,AVAILABLE,2026-08-18 16:06:07
INV001579,PH0030,MED0212,92,AVAILABLE,2026-08-18 16:33:03
INV001580,PH0030,MED0041,156,AVAILABLE,2026-08-18 16:18:01
INV001581,PH0030,MED0119,0,OUT_OF_STOCK,2026-08-18 18:28:36
INV001582,PH0030,MED0267,0,OUT_OF_STOCK,2026-08-18 15:42:56
INV001583,PH0030,MED0365,204,AVAILABLE,2026-08-18 17:20:38
INV001584,PH0030,MED0244,46,AVAILABLE,2026-08-18 16:55:20
INV001585,PH0030,MED0385,190,AVAILABLE,2026-08-18 17:02:44
INV001586,PH0030,MED0069,137,AVAILABLE,2026-08-18 16:18:26
INV001587,PH0030,MED0510,0,OUT_OF_STOCK,2026-08-18 16:55:37
INV001588,PH0030,MED0054,18,LOW_STOCK,2026-08-18 18:00:13
INV001589,PH0030,MED0265,207,AVAILABLE,2026-08-18 18:05:47
INV001590,PH0030,MED0500,225,AVAILABLE,2026-08-18 19:22:44
INV001591,PH0030,MED0376,158,AVAILABLE,2026-08-18 17:01:02
INV001592,PH0030,MED0491,4,LOW_STOCK,2026-08-18 18:32:43
INV001593,PH0030,MED0259,352,AVAILABLE,2026-08-18 18:39:42
INV001594,PH0030,MED0249,360,AVAILABLE,2026-08-18 19:01:19
INV001595,PH0030,MED0335,94,AVAILABLE,2026-08-18 17:41:16
INV001596,PH0030,MED0105,0,OUT_OF_STOCK,2026-08-18 20:48:01
INV001597,PH0030,MED0301,318,AVAILABLE,2026-08-18 16:11:30
INV001598,PH0030,MED0254,10,LOW_STOCK,2026-08-18 15:54:33
INV001599,PH0030,MED0396,276,AVAILABLE,2026-08-18 20:19:12
INV001600,PH0030,MED0444,42,AVAILABLE,2026-08-18 19:58:26
INV001601,PH0030,MED0049,9,LOW_STOCK,2026-08-18 17:08:16
INV001602,PH0030,MED0469,119,AVAILABLE,2026-08-18 18:26:35
INV001603,PH0030,MED0434,399,AVAILABLE,2026-08-18 16:29:24
INV001604,PH0030,MED0405,15,LOW_STOCK,2026-08-18 20:53:42
INV001605,PH0030,MED0490,72,AVAILABLE,2026-08-18 19:23:47
INV001606,PH0030,MED0343,247,AVAILABLE,2026-08-18 17:06:17
INV001607,PH0030,MED0104,393,AVAILABLE,2026-08-18 15:01:55
INV001608,PH0031,MED0204,270,AVAILABLE,2026-08-01 15:23:22
INV001609,PH0031,MED0357,10,LOW_STOCK,2026-08-01 18:57:53
INV001610,PH0031,MED0356,183,AVAILABLE,2026-08-01 16:16:48
INV001611,PH0031,MED0115,7,LOW_STOCK,2026-08-01 16:42:56
INV001612,PH0031,MED0500,385,AVAILABLE,2026-08-01 15:06:43
INV001613,PH0031,MED0314,256,AVAILABLE,2026-08-01 19:33:33
INV001614,PH0031,MED0134,218,AVAILABLE,2026-08-01 19:06:25
INV001615,PH0031,MED0290,198,AVAILABLE,2026-08-01 16:01:01
INV001616,PH0031,MED0434,40,AVAILABLE,2026-08-01 15:09:49
INV001617,PH0031,MED0292,38,AVAILABLE,2026-08-01 14:04:15
INV001618,PH0031,MED0258,350,AVAILABLE,2026-08-01 18:05:36
INV001619,PH0031,MED0026,298,AVAILABLE,2026-08-01 17:07:00
INV001620,PH0031,MED0030,290,AVAILABLE,2026-08-01 17:50:09
INV001621,PH0031,MED0158,0,OUT_OF_STOCK,2026-08-01 15:29:23
INV001622,PH0031,MED0302,206,AVAILABLE,2026-08-01 16:14:30
INV001623,PH0031,MED0237,19,LOW_STOCK,2026-08-01 17:09:58
INV001624,PH0031,MED0497,0,OUT_OF_STOCK,2026-08-01 13:43:20
INV001625,PH0031,MED0373,269,AVAILABLE,2026-08-01 13:42:45
INV001626,PH0031,MED0016,364,AVAILABLE,2026-08-01 14:56:17
INV001627,PH0031,MED0318,2,LOW_STOCK,2026-08-01 16:46:38
INV001628,PH0031,MED0033,88,AVAILABLE,2026-08-01 16:30:28
INV001629,PH0031,MED0474,63,AVAILABLE,2026-08-01 13:54:33
INV001630,PH0031,MED0105,196,AVAILABLE,2026-08-01 14:47:24
INV001631,PH0031,MED0255,333,AVAILABLE,2026-08-01 19:40:04
INV001632,PH0031,MED0212,44,AVAILABLE,2026-08-01 16:05:24
INV001633,PH0031,MED0226,0,OUT_OF_STOCK,2026-08-01 16:45:24
INV001634,PH0031,MED0253,334,AVAILABLE,2026-08-01 18:21:05
INV001635,PH0031,MED0502,364,AVAILABLE,2026-08-01 14:10:27
INV001636,PH0031,MED0078,384,AVAILABLE,2026-08-01 15:04:49
INV001637,PH0031,MED0480,246,AVAILABLE,2026-08-01 15:05:59
INV001638,PH0031,MED0213,9,LOW_STOCK,2026-08-01 16:35:26
INV001639,PH0031,MED0179,380,AVAILABLE,2026-08-01 15:06:20
INV001640,PH0031,MED0029,2,LOW_STOCK,2026-08-01 14:13:35
INV001641,PH0031,MED0296,136,AVAILABLE,2026-08-01 14:53:02
INV001642,PH0031,MED0326,243,AVAILABLE,2026-08-01 14:39:02
INV001643,PH0031,MED0218,98,AVAILABLE,2026-08-01 17:22:21
INV001644,PH0031,MED0294,109,AVAILABLE,2026-08-01 13:51:56
INV001645,PH0031,MED0233,362,AVAILABLE,2026-08-01 17:13:16
INV001646,PH0031,MED0254,19,LOW_STOCK,2026-08-01 14:02:08
INV001647,PH0031,MED0438,5,LOW_STOCK,2026-08-01 14:23:36
INV001648,PH0031,MED0271,287,AVAILABLE,2026-08-01 17:22:10
INV001649,PH0031,MED0206,0,OUT_OF_STOCK,2026-08-01 14:51:00
INV001650,PH0031,MED0234,6,LOW_STOCK,2026-08-01 19:15:29
INV001651,PH0031,MED0433,0,OUT_OF_STOCK,2026-08-01 14:30:40
INV001652,PH0031,MED0428,62,AVAILABLE,2026-08-01 14:10:19
INV001653,PH0031,MED0049,348,AVAILABLE,2026-08-01 16:25:56
INV001654,PH0031,MED0241,0,OUT_OF_STOCK,2026-08-01 17:42:46
INV001655,PH0031,MED0083,176,AVAILABLE,2026-08-01 17:20:44
INV001656,PH0031,MED0517,183,AVAILABLE,2026-08-01 17:00:09
INV001657,PH0031,MED0017,342,AVAILABLE,2026-08-01 18:04:28
INV001658,PH0031,MED0309,6,LOW_STOCK,2026-08-01 17:27:46
INV001659,PH0031,MED0144,163,AVAILABLE,2026-08-01 17:59:35
INV001660,PH0031,MED0246,286,AVAILABLE,2026-08-01 19:07:34
INV001661,PH0031,MED0189,292,AVAILABLE,2026-08-01 15:43:02
INV001662,PH0031,MED0077,376,AVAILABLE,2026-08-01 17:39:21
INV001663,PH0031,MED0106,250,AVAILABLE,2026-08-01 18:35:10
INV001664,PH0031,MED0020,5,LOW_STOCK,2026-08-01 19:21:50
INV001665,PH0031,MED0122,351,AVAILABLE,2026-08-01 15:51:03
INV001666,PH0031,MED0015,323,AVAILABLE,2026-08-01 18:24:48
INV001667,PH0031,MED0456,389,AVAILABLE,2026-08-01 17:08:19
INV001668,PH0031,MED0167,71,AVAILABLE,2026-08-01 16:29:21
INV001669,PH0031,MED0298,3,LOW_STOCK,2026-08-01 18:09:02
INV001670,PH0032,MED0266,104,AVAILABLE,2026-08-16 02:10:33
INV001671,PH0032,MED0015,358,AVAILABLE,2026-08-15 23:12:35
INV001672,PH0032,MED0048,185,AVAILABLE,2026-08-16 00:44:29
INV001673,PH0032,MED0126,69,AVAILABLE,2026-08-16 01:40:32
INV001674,PH0032,MED0254,297,AVAILABLE,2026-08-16 01:06:03
INV001675,PH0032,MED0393,120,AVAILABLE,2026-08-16 02:20:01
INV001676,PH0032,MED0157,222,AVAILABLE,2026-08-15 20:49:21
INV001677,PH0032,MED0175,19,LOW_STOCK,2026-08-16 02:16:47
INV001678,PH0032,MED0115,360,AVAILABLE,2026-08-15 23:26:39
INV001679,PH0032,MED0480,298,AVAILABLE,2026-08-16 00:55:11
INV001680,PH0032,MED0187,93,AVAILABLE,2026-08-15 21:54:02
INV001681,PH0032,MED0285,267,AVAILABLE,2026-08-15 23:49:00
INV001682,PH0032,MED0083,53,AVAILABLE,2026-08-15 22:31:27
INV001683,PH0032,MED0162,68,AVAILABLE,2026-08-15 23:20:57
INV001684,PH0032,MED0412,299,AVAILABLE,2026-08-15 23:12:07
INV001685,PH0032,MED0132,307,AVAILABLE,2026-08-16 02:02:50
INV001686,PH0032,MED0308,276,AVAILABLE,2026-08-16 00:00:13
INV001687,PH0032,MED0305,42,AVAILABLE,2026-08-16 00:59:10
INV001688,PH0032,MED0052,102,AVAILABLE,2026-08-16 00:01:14
INV001689,PH0032,MED0248,188,AVAILABLE,2026-08-15 21:34:05
INV001690,PH0032,MED0272,239,AVAILABLE,2026-08-15 23:32:23
INV001691,PH0032,MED0122,333,AVAILABLE,2026-08-16 01:50:36
INV001692,PH0032,MED0186,387,AVAILABLE,2026-08-15 20:54:21
INV001693,PH0032,MED0442,1,LOW_STOCK,2026-08-16 00:01:18
INV001694,PH0032,MED0082,19,LOW_STOCK,2026-08-16 02:08:39
INV001695,PH0032,MED0496,383,AVAILABLE,2026-08-15 21:50:21
INV001696,PH0032,MED0474,137,AVAILABLE,2026-08-16 00:33:11
INV001697,PH0032,MED0156,358,AVAILABLE,2026-08-15 20:21:18
INV001698,PH0032,MED0064,2,LOW_STOCK,2026-08-16 01:36:10
INV001699,PH0032,MED0029,211,AVAILABLE,2026-08-15 22:59:29
INV001700,PH0032,MED0334,223,AVAILABLE,2026-08-15 20:22:57
INV001701,PH0032,MED0150,220,AVAILABLE,2026-08-15 23:33:21
INV001702,PH0032,MED0515,161,AVAILABLE,2026-08-16 01:17:32
INV001703,PH0032,MED0229,3,LOW_STOCK,2026-08-15 22:45:11
INV001704,PH0032,MED0468,0,OUT_OF_STOCK,2026-08-16 01:30:43
INV001705,PH0032,MED0065,13,LOW_STOCK,2026-08-15 21:34:04
INV001706,PH0032,MED0191,77,AVAILABLE,2026-08-15 23:48:09
INV001707,PH0032,MED0282,18,LOW_STOCK,2026-08-15 22:05:46
INV001708,PH0032,MED0444,17,LOW_STOCK,2026-08-16 02:16:49
INV001709,PH0032,MED0099,8,LOW_STOCK,2026-08-16 01:08:57
INV001710,PH0032,MED0394,17,LOW_STOCK,2026-08-15 21:22:40
INV001711,PH0032,MED0173,338,AVAILABLE,2026-08-15 22:30:38
INV001712,PH0032,MED0100,205,AVAILABLE,2026-08-15 23:39:05
INV001713,PH0032,MED0516,0,OUT_OF_STOCK,2026-08-16 01:50:11
INV001714,PH0032,MED0237,149,AVAILABLE,2026-08-16 00:04:44
INV001715,PH0032,MED0261,373,AVAILABLE,2026-08-15 22:06:26
INV001716,PH0032,MED0172,103,AVAILABLE,2026-08-15 21:56:12
INV001717,PH0032,MED0490,65,AVAILABLE,2026-08-16 01:26:24
INV001718,PH0033,MED0118,116,AVAILABLE,2026-08-20 04:42:18
INV001719,PH0033,MED0183,282,AVAILABLE,2026-08-19 23:31:00
INV001720,PH0033,MED0434,266,AVAILABLE,2026-08-20 01:49:41
INV001721,PH0033,MED0149,132,AVAILABLE,2026-08-20 03:11:33
INV001722,PH0033,MED0293,4,LOW_STOCK,2026-08-20 02:16:08
INV001723,PH0033,MED0376,268,AVAILABLE,2026-08-20 01:01:49
INV001724,PH0033,MED0387,196,AVAILABLE,2026-08-20 02:45:39
INV001725,PH0033,MED0129,49,AVAILABLE,2026-08-19 23:51:58
INV001726,PH0033,MED0117,86,AVAILABLE,2026-08-20 03:42:14
INV001727,PH0033,MED0005,0,OUT_OF_STOCK,2026-08-20 03:14:45
INV001728,PH0033,MED0138,149,AVAILABLE,2026-08-20 01:58:50
INV001729,PH0033,MED0301,344,AVAILABLE,2026-08-20 01:26:19
INV001730,PH0033,MED0449,126,AVAILABLE,2026-08-20 03:47:29
INV001731,PH0033,MED0456,152,AVAILABLE,2026-08-20 04:32:02
INV001732,PH0033,MED0420,226,AVAILABLE,2026-08-20 02:28:50
INV001733,PH0033,MED0029,243,AVAILABLE,2026-08-20 00:04:46
INV001734,PH0033,MED0426,163,AVAILABLE,2026-08-20 03:52:45
INV001735,PH0033,MED0468,355,AVAILABLE,2026-08-20 00:10:08
INV001736,PH0033,MED0287,15,LOW_STOCK,2026-08-20 01:10:04
INV001737,PH0033,MED0064,139,AVAILABLE,2026-08-20 00:10:09
INV001738,PH0033,MED0084,261,AVAILABLE,2026-08-20 00:39:50
INV001739,PH0033,MED0154,135,AVAILABLE,2026-08-20 04:09:48
INV001740,PH0033,MED0106,235,AVAILABLE,2026-08-20 00:44:07
INV001741,PH0033,MED0402,251,AVAILABLE,2026-08-20 03:13:33
INV001742,PH0033,MED0031,9,LOW_STOCK,2026-08-19 23:15:30
INV001743,PH0033,MED0171,20,AVAILABLE,2026-08-20 03:24:45
INV001744,PH0033,MED0187,293,AVAILABLE,2026-08-20 00:04:23
INV001745,PH0033,MED0033,378,AVAILABLE,2026-08-19 23:59:10
INV001746,PH0033,MED0131,131,AVAILABLE,2026-08-20 00:09:49
INV001747,PH0033,MED0042,196,AVAILABLE,2026-08-20 02:54:13
INV001748,PH0033,MED0423,168,AVAILABLE,2026-08-20 04:15:09
INV001749,PH0033,MED0086,324,AVAILABLE,2026-08-20 00:32:56
INV001750,PH0033,MED0095,204,AVAILABLE,2026-08-20 00:19:12
INV001751,PH0033,MED0068,173,AVAILABLE,2026-08-20 00:24:33
INV001752,PH0033,MED0298,80,AVAILABLE,2026-08-20 04:35:40
INV001753,PH0033,MED0094,314,AVAILABLE,2026-08-20 02:23:23
INV001754,PH0033,MED0198,250,AVAILABLE,2026-08-20 03:03:12
INV001755,PH0033,MED0362,199,AVAILABLE,2026-08-20 02:42:57
INV001756,PH0033,MED0490,282,AVAILABLE,2026-08-20 01:50:03
INV001757,PH0033,MED0038,105,AVAILABLE,2026-08-20 02:54:05
INV001758,PH0033,MED0405,171,AVAILABLE,2026-08-20 02:11:03
INV001759,PH0033,MED0212,368,AVAILABLE,2026-08-20 05:04:38
INV001760,PH0033,MED0144,25,AVAILABLE,2026-08-20 01:34:21
INV001761,PH0033,MED0008,370,AVAILABLE,2026-08-20 02:56:40
INV001762,PH0033,MED0299,1,LOW_STOCK,2026-08-20 00:10:07
INV001763,PH0033,MED0491,322,AVAILABLE,2026-08-20 00:51:08
INV001764,PH0033,MED0057,352,AVAILABLE,2026-08-20 00:55:07
INV001765,PH0033,MED0441,131,AVAILABLE,2026-08-20 02:06:33
INV001766,PH0033,MED0406,16,LOW_STOCK,2026-08-20 05:01:23
INV001767,PH0033,MED0127,246,AVAILABLE,2026-08-19 23:55:36
INV001768,PH0033,MED0385,0,OUT_OF_STOCK,2026-08-20 02:58:41
INV001769,PH0033,MED0032,354,AVAILABLE,2026-08-20 03:59:42
INV001770,PH0033,MED0390,228,AVAILABLE,2026-08-20 04:21:35
INV001771,PH0033,MED0072,259,AVAILABLE,2026-08-20 01:41:24
INV001772,PH0033,MED0180,15,LOW_STOCK,2026-08-20 04:48:26
INV001773,PH0033,MED0248,48,AVAILABLE,2026-08-19 23:32:51
INV001774,PH0033,MED0519,203,AVAILABLE,2026-08-20 04:29:11
INV001775,PH0033,MED0346,234,AVAILABLE,2026-08-20 04:11:29
INV001776,PH0033,MED0246,36,AVAILABLE,2026-08-20 02:47:04
INV001777,PH0033,MED0261,6,LOW_STOCK,2026-08-20 03:30:04
INV001778,PH0033,MED0290,118,AVAILABLE,2026-08-20 01:07:09
INV001779,PH0033,MED0428,46,AVAILABLE,2026-08-20 00:29:56
INV001780,PH0033,MED0378,321,AVAILABLE,2026-08-19 23:39:05
INV001781,PH0033,MED0168,214,AVAILABLE,2026-08-20 05:05:25
INV001782,PH0033,MED0105,382,AVAILABLE,2026-08-19 23:53:17
INV001783,PH0033,MED0239,213,AVAILABLE,2026-08-20 01:49:47
INV001784,PH0034,MED0382,1,LOW_STOCK,2026-08-19 21:00:24
INV001785,PH0034,MED0191,86,AVAILABLE,2026-08-19 22:15:19
INV001786,PH0034,MED0454,220,AVAILABLE,2026-08-19 21:27:39
INV001787,PH0034,MED0481,176,AVAILABLE,2026-08-19 22:51:27
INV001788,PH0034,MED0259,144,AVAILABLE,2026-08-19 20:30:19
INV001789,PH0034,MED0467,0,OUT_OF_STOCK,2026-08-19 21:06:16
INV001790,PH0034,MED0390,0,OUT_OF_STOCK,2026-08-19 18:05:06
