history_id,pharmacy_id,medicine_id,quantity,recorded_at
HIST006253,PH0038,MED0309,97,2026-05-24 14:00:00
HIST006254,PH0038,MED0309,95,2026-06-22 14:00:00
HIST006255,PH0038,MED0309,97,2026-07-22 14:00:00
HIST006256,PH0038,MED0188,0,2025-11-28 14:00:00
HIST006257,PH0038,MED0188,0,2025-12-24 14:00:00
HIST006258,PH0038,MED0188,187,2026-01-27 14:00:00
HIST006259,PH0038,MED0188,154,2026-02-22 14:00:00
HIST006260,PH0038,MED0188,0,2026-03-27 14:00:00
HIST006261,PH0038,MED0188,0,2026-04-24 14:00:00
HIST006262,PH0038,MED0188,0,2026-05-27 14:00:00
HIST006263,PH0038,MED0188,0,2026-06-23 14:00:00
HIST006264,PH0038,MED0188,26,2026-07-22 14:00:00
HIST006265,PH0038,MED0272,105,2025-11-26 14:00:00
HIST006266,PH0038,MED0272,108,2025-12-28 14:00:00
HIST006267,PH0038,MED0272,103,2026-01-27 14:00:00
HIST006268,PH0038,MED0272,108,2026-02-23 14:00:00
HIST006269,PH0038,MED0272,102,2026-03-26 14:00:00
HIST006270,PH0038,MED0272,114,2026-04-25 14:00:00
HIST006271,PH0038,MED0272,101,2026-05-26 14:00:00
HIST006272,PH0038,MED0272,112,2026-06-24 14:00:00
HIST006273,PH0038,MED0272,99,2026-07-22 14:00:00
HIST006274,PH0038,MED0442,0,2025-11-26 14:00:00
HIST006275,PH0038,MED0442,0,2025-12-24 14:00:00
HIST006276,PH0038,MED0442,0,2026-01-23 14:00:00
HIST006277,PH0038,MED0442,289,2026-02-25 14:00:00
HIST006278,PH0038,MED0442,26,2026-03-24 14:00:00
HIST006279,PH0038,MED0442,0,2026-04-25 14:00:00
HIST006280,PH0038,MED0442,185,2026-05-25 14:00:00
HIST006281,PH0038,MED0442,0,2026-06-25 14:00:00
HIST006282,PH0038,MED0442,24,2026-07-25 14:00:00
HIST006283,PH0038,MED0365,212,2025-11-27 14:00:00
HIST006284,PH0038,MED0365,215,2025-12-24 14:00:00
HIST006285,PH0038,MED0365,185,2026-01-23 14:00:00
HIST006286,PH0038,MED0365,183,2026-02-26 14:00:00
HIST006287,PH0038,MED0365,207,2026-03-25 14:00:00
HIST006288,PH0038,MED0365,217,2026-04-26 14:00:00
HIST006289,PH0038,MED0365,185,2026-05-27 14:00:00
HIST006290,PH0038,MED0365,208,2026-06-24 14:00:00
HIST006291,PH0038,MED0365,192,2026-07-25 14:00:00
HIST006292,PH0038,MED0411,142,2025-11-27 14:00:00
HIST006293,PH0038,MED0411,72,2025-12-26 14:00:00
HIST006294,PH0038,MED0411,0,2026-01-27 14:00:00
HIST006295,PH0038,MED0411,9,2026-02-25 14:00:00
HIST006296,PH0038,MED0411,0,2026-03-27 14:00:00
HIST006297,PH0038,MED0411,0,2026-04-25 14:00:00
HIST006298,PH0038,MED0411,0,2026-05-27 14:00:00
HIST006299,PH0038,MED0411,0,2026-06-22 14:00:00
HIST006300,PH0038,MED0411,0,2026-07-23 14:00:00
HIST006301,PH0038,MED0478,163,2025-11-25 14:00:00
HIST006302,PH0038,MED0478,163,2025-12-28 14:00:00
HIST006303,PH0038,MED0478,168,2026-01-26 14:00:00
HIST006304,PH0038,MED0478,160,2026-02-24 14:00:00
HIST006305,PH0038,MED0478,154,2026-03-24 14:00:00
HIST006306,PH0038,MED0478,161,2026-04-27 14:00:00
HIST006307,PH0038,MED0478,156,2026-05-25 14:00:00
HIST006308,PH0038,MED0478,183,2026-06-25 14:00:00
HIST006309,PH0038,MED0478,183,2026-07-23 14:00:00
HIST006310,PH0038,MED0035,87,2025-11-24 14:00:00
HIST006311,PH0038,MED0035,75,2025-12-28 14:00:00
HIST006312,PH0038,MED0035,87,2026-01-25 14:00:00
HIST006313,PH0038,MED0035,80,2026-02-25 14:00:00
HIST006314,PH0038,MED0035,85,2026-03-28 14:00:00
HIST006315,PH0038,MED0035,75,2026-04-23 14:00:00
HIST006316,PH0038,MED0035,73,2026-05-26 14:00:00
HIST006317,PH0038,MED0035,81,2026-06-22 14:00:00
HIST006318,PH0038,MED0035,87,2026-07-26 14:00:00
HIST006319,PH0039,MED0397,242,2025-11-28 14:00:00
HIST006320,PH0039,MED0397,244,2025-12-24 14:00:00
HIST006321,PH0039,MED0397,255,2026-01-26 14:00:00
HIST006322,PH0039,MED0397,246,2026-02-26 14:00:00
HIST006323,PH0039,MED0397,235,2026-03-25 14:00:00
HIST006324,PH0039,MED0397,228,2026-04-27 14:00:00
HIST006325,PH0039,MED0397,230,2026-05-25 14:00:00
HIST006326,PH0039,MED0397,214,2026-06-24 14:00:00
HIST006327,PH0039,MED0397,225,2026-07-25 14:00:00
HIST006328,PH0039,MED0242,114,2025-11-24 14:00:00
HIST006329,PH0039,MED0242,111,2025-12-28 14:00:00
HIST006330,PH0039,MED0242,120,2026-01-24 14:00:00
HIST006331,PH0039,MED0242,104,2026-02-26 14:00:00
HIST006332,PH0039,MED0242,119,2026-03-26 14:00:00
HIST006333,PH0039,MED0242,113,2026-04-27 14:00:00
HIST006334,PH0039,MED0242,112,2026-05-24 14:00:00
HIST006335,PH0039,MED0242,114,2026-06-24 14:00:00
HIST006336,PH0039,MED0242,107,2026-07-23 14:00:00
HIST006337,PH0039,MED0091,25,2025-11-25 14:00:00
HIST006338,PH0039,MED0091,11,2025-12-27 14:00:00
HIST006339,PH0039,MED0091,0,2026-01-27 14:00:00
HIST006340,PH0039,MED0091,0,2026-02-22 14:00:00
HIST006341,PH0039,MED0091,0,2026-03-24 14:00:00
HIST006342,PH0039,MED0091,0,2026-04-25 14:00:00
HIST006343,PH0039,MED0091,249,2026-05-24 14:00:00
HIST006344,PH0039,MED0091,0,2026-06-25 14:00:00
HIST006345,PH0039,MED0091,0,2026-07-23 14:00:00
HIST006346,PH0039,MED0286,155,2025-11-25 14:00:00
HIST006347,PH0039,MED0286,169,2025-12-26 14:00:00
HIST006348,PH0039,MED0286,162,2026-01-25 14:00:00
HIST006349,PH0039,MED0286,157,2026-02-22 14:00:00
HIST006350,PH0039,MED0286,163,2026-03-27 14:00:00
HIST006351,PH0039,MED0286,151,2026-04-23 14:00:00
HIST006352,PH0039,MED0286,183,2026-05-23 14:00:00
HIST006353,PH0039,MED0286,177,2026-06-23 14:00:00
HIST006354,PH0039,MED0286,165,2026-07-24 14:00:00
HIST006355,PH0039,MED0246,109,2025-11-24 14:00:00
HIST006356,PH0039,MED0246,99,2025-12-26 14:00:00
HIST006357,PH0039,MED0246,118,2026-01-24 14:00:00
HIST006358,PH0039,MED0246,105,2026-02-25 14:00:00
HIST006359,PH0039,MED0246,113,2026-03-26 14:00:00
HIST006360,PH0039,MED0246,119,2026-04-25 14:00:00
HIST006361,PH0039,MED0246,116,2026-05-25 14:00:00
HIST006362,PH0039,MED0246,119,2026-06-22 14:00:00
HIST006363,PH0039,MED0246,114,2026-07-25 14:00:00
HIST006364,PH0039,MED0011,101,2025-11-24 14:00:00
HIST006365,PH0039,MED0011,115,2025-12-26 14:00:00
HIST006366,PH0039,MED0011,119,2026-01-25 14:00:00
HIST006367,PH0039,MED0011,109,2026-02-25 14:00:00
HIST006368,PH0039,MED0011,112,2026-03-27 14:00:00
HIST006369,PH0039,MED0011,116,2026-04-25 14:00:00
HIST006370,PH0039,MED0011,109,2026-05-23 14:00:00
HIST006371,PH0039,MED0011,107,2026-06-24 14:00:00
HIST006372,PH0039,MED0011,117,2026-07-22 14:00:00
HIST006373,PH0039,MED0467,177,2025-11-26 14:00:00
HIST006374,PH0039,MED0467,188,2025-12-25 14:00:00
HIST006375,PH0039,MED0467,190,2026-01-23 14:00:00
HIST006376,PH0039,MED0467,183,2026-02-22 14:00:00
HIST006377,PH0039,MED0467,206,2026-03-27 14:00:00
HIST006378,PH0039,MED0467,205,2026-04-24 14:00:00
HIST006379,PH0039,MED0467,202,2026-05-24 14:00:00
HIST006380,PH0039,MED0467,194,2026-06-23 14:00:00
HIST006381,PH0039,MED0467,184,2026-07-24 14:00:00
HIST006382,PH0039,MED0316,7,2025-11-26 14:00:00
HIST006383,PH0039,MED0316,18,2025-12-24 14:00:00
HIST006384,PH0039,MED0316,26,2026-01-25 14:00:00
HIST006385,PH0039,MED0316,0,2026-02-23 14:00:00
HIST006386,PH0039,MED0316,89,2026-03-28 14:00:00
HIST006387,PH0039,MED0316,0,2026-04-27 14:00:00
HIST006388,PH0039,MED0316,185,2026-05-27 14:00:00
HIST006389,PH0039,MED0316,0,2026-06-24 14:00:00
HIST006390,PH0039,MED0316,0,2026-07-22 14:00:00
HIST006391,PH0039,MED0131,23,2025-11-28 14:00:00
HIST006392,PH0039,MED0131,80,2025-12-28 14:00:00
HIST006393,PH0039,MED0131,130,2026-01-23 14:00:00
HIST006394,PH0039,MED0131,181,2026-02-22 14:00:00
HIST006395,PH0039,MED0131,17,2026-03-27 14:00:00
HIST006396,PH0039,MED0131,0,2026-04-23 14:00:00
HIST006397,PH0039,MED0131,29,2026-05-24 14:00:00
HIST006398,PH0039,MED0131,21,2026-06-23 14:00:00
HIST006399,PH0039,MED0131,6,2026-07-22 14:00:00
HIST006400,PH0039,MED0393,28,2025-11-26 14:00:00
HIST006401,PH0039,MED0393,0,2025-12-24 14:00:00
HIST006402,PH0039,MED0393,245,2026-01-23 14:00:00
HIST006403,PH0039,MED0393,0,2026-02-26 14:00:00
HIST006404,PH0039,MED0393,24,2026-03-28 14:00:00
HIST006405,PH0039,MED0393,266,2026-04-27 14:00:00
HIST006406,PH0039,MED0393,75,2026-05-25 14:00:00
HIST006407,PH0039,MED0393,0,2026-06-26 14:00:00
HIST006408,PH0039,MED0393,29,2026-07-22 14:00:00
HIST006409,PH0039,MED0073,213,2025-11-28 14:00:00
HIST006410,PH0039,MED0073,0,2025-12-28 14:00:00
HIST006411,PH0039,MED0073,0,2026-01-27 14:00:00
HIST006412,PH0039,MED0073,15,2026-02-22 14:00:00
HIST006413,PH0039,MED0073,20,2026-03-24 14:00:00
HIST006414,PH0039,MED0073,179,2026-04-23 14:00:00
HIST006415,PH0039,MED0073,0,2026-05-27 14:00:00
HIST006416,PH0039,MED0073,275,2026-06-23 14:00:00
HIST006417,PH0039,MED0073,0,2026-07-25 14:00:00
HIST006418,PH0039,MED0266,95,2025-11-27 14:00:00
HIST006419,PH0039,MED0266,122,2025-12-28 14:00:00
HIST006420,PH0039,MED0266,102,2026-01-24 14:00:00
HIST006421,PH0039,MED0266,116,2026-02-26 14:00:00
HIST006422,PH0039,MED0266,97,2026-03-26 14:00:00
HIST006423,PH0039,MED0266,96,2026-04-26 14:00:00
HIST006424,PH0039,MED0266,114,2026-05-23 14:00:00
HIST006425,PH0039,MED0266,77,2026-06-26 14:00:00
HIST006426,PH0039,MED0266,63,2026-07-23 14:00:00
HIST006427,PH0039,MED0081,224,2025-11-25 14:00:00
HIST006428,PH0039,MED0081,208,2025-12-24 14:00:00
HIST006429,PH0039,MED0081,206,2026-01-26 14:00:00
HIST006430,PH0039,MED0081,227,2026-02-24 14:00:00
HIST006431,PH0039,MED0081,205,2026-03-24 14:00:00
HIST006432,PH0039,MED0081,211,2026-04-27 14:00:00
HIST006433,PH0039,MED0081,200,2026-05-23 14:00:00
HIST006434,PH0039,MED0081,218,2026-06-24 14:00:00
HIST006435,PH0039,MED0081,223,2026-07-25 14:00:00
HIST006436,PH0039,MED0179,47,2025-11-28 14:00:00
HIST006437,PH0039,MED0179,37,2025-12-24 14:00:00
HIST006438,PH0039,MED0179,28,2026-01-24 14:00:00
HIST006439,PH0039,MED0179,25,2026-02-25 14:00:00
HIST006440,PH0039,MED0179,19,2026-03-28 14:00:00
HIST006441,PH0039,MED0179,13,2026-04-27 14:00:00
HIST006442,PH0039,MED0179,6,2026-05-27 14:00:00
HIST006443,PH0039,MED0179,0,2026-06-22 14:00:00
HIST006444,PH0039,MED0179,0,2026-07-23 14:00:00
HIST006445,PH0039,MED0354,41,2025-11-24 14:00:00
HIST006446,PH0039,MED0354,40,2025-12-27 14:00:00
HIST006447,PH0039,MED0354,44,2026-01-24 14:00:00
HIST006448,PH0039,MED0354,47,2026-02-26 14:00:00
HIST006449,PH0039,MED0354,45,2026-03-28 14:00:00
HIST006450,PH0039,MED0354,43,2026-04-24 14:00:00
HIST006451,PH0039,MED0354,46,2026-05-27 14:00:00
HIST006452,PH0039,MED0354,38,2026-06-25 14:00:00
HIST006453,PH0039,MED0354,47,2026-07-26 14:00:00
HIST006454,PH0039,MED0327,45,2025-11-24 14:00:00
HIST006455,PH0039,MED0327,51,2025-12-25 14:00:00
HIST006456,PH0039,MED0327,49,2026-01-25 14:00:00
HIST006457,PH0039,MED0327,45,2026-02-24 14:00:00
HIST006458,PH0039,MED0327,42,2026-03-24 14:00:00
HIST006459,PH0039,MED0327,48,2026-04-24 14:00:00
HIST006460,PH0039,MED0327,50,2026-05-24 14:00:00
HIST006461,PH0039,MED0327,42,2026-06-22 14:00:00
HIST006462,PH0039,MED0327,51,2026-07-23 14:00:00
HIST006463,PH0039,MED0007,127,2025-11-24 14:00:00
HIST006464,PH0039,MED0007,154,2025-12-25 14:00:00
HIST006465,PH0039,MED0007,149,2026-01-25 14:00:00
HIST006466,PH0039,MED0007,130,2026-02-24 14:00:00
HIST006467,PH0039,MED0007,148,2026-03-24 14:00:00
HIST006468,PH0039,MED0007,132,2026-04-27 14:00:00
HIST006469,PH0039,MED0007,150,2026-05-27 14:00:00
HIST006470,PH0039,MED0007,127,2026-06-26 14:00:00
HIST006471,PH0039,MED0007,131,2026-07-24 14:00:00
HIST006472,PH0039,MED0157,0,2025-11-26 14:00:00
HIST006473,PH0039,MED0157,28,2025-12-24 14:00:00
HIST006474,PH0039,MED0157,0,2026-01-25 14:00:00
HIST006475,PH0039,MED0157,221,2026-02-25 14:00:00
HIST006476,PH0039,MED0157,188,2026-03-28 14:00:00
HIST006477,PH0039,MED0157,17,2026-04-25 14:00:00
HIST006478,PH0039,MED0157,0,2026-05-26 14:00:00
HIST006479,PH0039,MED0157,247,2026-06-23 14:00:00
HIST006480,PH0039,MED0157,9,2026-07-24 14:00:00
HIST006481,PH0040,MED0253,229,2025-11-24 14:00:00
HIST006482,PH0040,MED0253,202,2025-12-27 14:00:00
HIST006483,PH0040,MED0253,205,2026-01-26 14:00:00
HIST006484,PH0040,MED0253,213,2026-02-26 14:00:00
HIST006485,PH0040,MED0253,228,2026-03-26 14:00:00
HIST006486,PH0040,MED0253,208,2026-04-26 14:00:00
HIST006487,PH0040,MED0253,228,2026-05-23 14:00:00
HIST006488,PH0040,MED0253,204,2026-06-24 14:00:00
HIST006489,PH0040,MED0253,193,2026-07-22 14:00:00
HIST006490,PH0040,MED0481,75,2025-11-25 14:00:00
HIST006491,PH0040,MED0481,73,2025-12-26 14:00:00
HIST006492,PH0040,MED0481,76,2026-01-23 14:00:00
HIST006493,PH0040,MED0481,61,2026-02-22 14:00:00
HIST006494,PH0040,MED0481,60,2026-03-27 14:00:00
HIST006495,PH0040,MED0481,62,2026-04-26 14:00:00
HIST006496,PH0040,MED0481,59,2026-05-23 14:00:00
HIST006497,PH0040,MED0481,46,2026-06-25 14:00:00
HIST006498,PH0040,MED0481,44,2026-07-23 14:00:00
HIST006499,PH0040,MED0005,169,2025-11-28 14:00:00
HIST006500,PH0040,MED0005,185,2025-12-25 14:00:00
HIST006501,PH0040,MED0005,161,2026-01-24 14:00:00
HIST006502,PH0040,MED0005,162,2026-02-23 14:00:00
HIST006503,PH0040,MED0005,162,2026-03-26 14:00:00
HIST006504,PH0040,MED0005,192,2026-04-23 14:00:00
HIST006505,PH0040,MED0005,169,2026-05-24 14:00:00
HIST006506,PH0040,MED0005,166,2026-06-23 14:00:00
HIST006507,PH0040,MED0005,186,2026-07-24 14:00:00
HIST006508,PH0040,MED0202,264,2025-11-26 14:00:00
HIST006509,PH0040,MED0202,193,2025-12-26 14:00:00
HIST006510,PH0040,MED0202,22,2026-01-23 14:00:00
HIST006511,PH0040,MED0202,84,2026-02-25 14:00:00
HIST006512,PH0040,MED0202,265,2026-03-25 14:00:00
HIST006513,PH0040,MED0202,15,2026-04-23 14:00:00
HIST006514,PH0040,MED0202,8,2026-05-26 14:00:00
HIST006515,PH0040,MED0202,0,2026-06-24 14:00:00
HIST006516,PH0040,MED0202,0,2026-07-25 14:00:00
HIST006517,PH0040,MED0064,54,2025-11-26 14:00:00
HIST006518,PH0040,MED0064,54,2025-12-24 14:00:00
HIST006519,PH0040,MED0064,58,2026-01-23 14:00:00
HIST006520,PH0040,MED0064,62,2026-02-26 14:00:00
HIST006521,PH0040,MED0064,64,2026-03-25 14:00:00
HIST006522,PH0040,MED0064,62,2026-04-26 14:00:00
HIST006523,PH0040,MED0064,54,2026-05-27 14:00:00
HIST006524,PH0040,MED0064,53,2026-06-26 14:00:00
HIST006525,PH0040,MED0064,55,2026-07-22 14:00:00
HIST006526,PH0040,MED0380,143,2025-11-25 14:00:00
HIST006527,PH0040,MED0380,151,2025-12-25 14:00:00
HIST006528,PH0040,MED0380,138,2026-01-24 14:00:00
HIST006529,PH0040,MED0380,142,2026-02-22 14:00:00
HIST006530,PH0040,MED0380,149,2026-03-26 14:00:00
HIST006531,PH0040,MED0380,134,2026-04-27 14:00:00
HIST006532,PH0040,MED0380,139,2026-05-24 14:00:00
HIST006533,PH0040,MED0380,153,2026-06-25 14:00:00
HIST006534,PH0040,MED0380,142,2026-07-22 14:00:00
HIST006535,PH0040,MED0213,47,2025-11-24 14:00:00
HIST006536,PH0040,MED0213,53,2025-12-28 14:00:00
HIST006537,PH0040,MED0213,48,2026-01-27 14:00:00
HIST006538,PH0040,MED0213,47,2026-02-23 14:00:00
HIST006539,PH0040,MED0213,46,2026-03-26 14:00:00
HIST006540,PH0040,MED0213,52,2026-04-25 14:00:00
HIST006541,PH0040,MED0213,49,2026-05-25 14:00:00
HIST006542,PH0040,MED0213,53,2026-06-25 14:00:00
HIST006543,PH0040,MED0213,50,2026-07-23 14:00:00
HIST006544,PH0040,MED0487,241,2025-11-24 14:00:00
HIST006545,PH0040,MED0487,237,2025-12-25 14:00:00
HIST006546,PH0040,MED0487,221,2026-01-23 14:00:00
HIST006547,PH0040,MED0487,219,2026-02-23 14:00:00
HIST006548,PH0040,MED0487,219,2026-03-27 14:00:00
HIST006549,PH0040,MED0487,231,2026-04-27 14:00:00
HIST006550,PH0040,MED0487,231,2026-05-26 14:00:00
HIST006551,PH0040,MED0487,225,2026-06-26 14:00:00
HIST006552,PH0040,MED0487,224,2026-07-25 14:00:00
HIST006553,PH0040,MED0384,178,2025-11-27 14:00:00
HIST006554,PH0040,MED0384,193,2025-12-27 14:00:00
HIST006555,PH0040,MED0384,194,2026-01-25 14:00:00
HIST006556,PH0040,MED0384,168,2026-02-22 14:00:00
HIST006557,PH0040,MED0384,164,2026-03-28 14:00:00
HIST006558,PH0040,MED0384,187,2026-04-27 14:00:00
HIST006559,PH0040,MED0384,192,2026-05-25 14:00:00
HIST006560,PH0040,MED0384,166,2026-06-23 14:00:00
HIST006561,PH0040,MED0384,166,2026-07-23 14:00:00
HIST006562,PH0040,MED0104,122,2025-11-26 14:00:00
HIST006563,PH0040,MED0104,139,2025-12-25 14:00:00
HIST006564,PH0040,MED0104,135,2026-01-25 14:00:00
HIST006565,PH0040,MED0104,135,2026-02-24 14:00:00
HIST006566,PH0040,MED0104,120,2026-03-25 14:00:00
HIST006567,PH0040,MED0104,119,2026-04-26 14:00:00
HIST006568,PH0040,MED0104,124,2026-05-23 14:00:00
HIST006569,PH0040,MED0104,122,2026-06-26 14:00:00
HIST006570,PH0040,MED0104,118,2026-07-26 14:00:00
HIST006571,PH0040,MED0055,239,2025-11-24 14:00:00
HIST006572,PH0040,MED0055,213,2025-12-28 14:00:00
HIST006573,PH0040,MED0055,207,2026-01-25 14:00:00
HIST006574,PH0040,MED0055,222,2026-02-24 14:00:00
HIST006575,PH0040,MED0055,219,2026-03-24 14:00:00
HIST006576,PH0040,MED0055,228,2026-04-23 14:00:00
HIST006577,PH0040,MED0055,226,2026-05-24 14:00:00
HIST006578,PH0040,MED0055,213,2026-06-24 14:00:00
HIST006579,PH0040,MED0055,230,2026-07-25 14:00:00
HIST006580,PH0040,MED0049,171,2025-11-27 14:00:00
HIST006581,PH0040,MED0049,164,2025-12-25 14:00:00
HIST006582,PH0040,MED0049,141,2026-01-23 14:00:00
HIST006583,PH0040,MED0049,156,2026-02-22 14:00:00
HIST006584,PH0040,MED0049,170,2026-03-24 14:00:00
HIST006585,PH0040,MED0049,150,2026-04-27 14:00:00
HIST006586,PH0040,MED0049,171,2026-05-24 14:00:00
HIST006587,PH0040,MED0049,168,2026-06-24 14:00:00
HIST006588,PH0040,MED0049,143,2026-07-24 14:00:00
HIST006589,PH0040,MED0248,8,2025-11-24 14:00:00
HIST006590,PH0040,MED0248,0,2025-12-25 14:00:00
HIST006591,PH0040,MED0248,0,2026-01-27 14:00:00
HIST006592,PH0040,MED0248,0,2026-02-22 14:00:00
HIST006593,PH0040,MED0248,13,2026-03-26 14:00:00
HIST006594,PH0040,MED0248,0,2026-04-27 14:00:00
HIST006595,PH0040,MED0248,77,2026-05-27 14:00:00
HIST006596,PH0040,MED0248,250,2026-06-24 14:00:00
HIST006597,PH0040,MED0248,71,2026-07-22 14:00:00
HIST006598,PH0040,MED0449,111,2025-11-25 14:00:00
HIST006599,PH0040,MED0449,102,2025-12-25 14:00:00
HIST006600,PH0040,MED0449,103,2026-01-25 14:00:00
HIST006601,PH0040,MED0449,107,2026-02-23 14:00:00
HIST006602,PH0040,MED0449,105,2026-03-26 14:00:00
HIST006603,PH0040,MED0449,101,2026-04-27 14:00:00
HIST006604,PH0040,MED0449,102,2026-05-27 14:00:00
HIST006605,PH0040,MED0449,113,2026-06-22 14:00:00
HIST006606,PH0040,MED0449,100,2026-07-24 14:00:00
HIST006607,PH0040,MED0369,71,2025-11-24 14:00:00
HIST006608,PH0040,MED0369,83,2025-12-26 14:00:00
HIST006609,PH0040,MED0369,78,2026-01-26 14:00:00
HIST006610,PH0040,MED0369,75,2026-02-23 14:00:00
HIST006611,PH0040,MED0369,77,2026-03-24 14:00:00
HIST006612,PH0040,MED0369,69,2026-04-26 14:00:00
HIST006613,PH0040,MED0369,75,2026-05-23 14:00:00
HIST006614,PH0040,MED0369,82,2026-06-26 14:00:00
HIST006615,PH0040,MED0369,74,2026-07-24 14:00:00
HIST006616,PH0040,MED0060,176,2025-11-26 14:00:00
HIST006617,PH0040,MED0060,168,2025-12-28 14:00:00
HIST006618,PH0040,MED0060,162,2026-01-26 14:00:00
HIST006619,PH0040,MED0060,177,2026-02-23 14:00:00
HIST006620,PH0040,MED0060,158,2026-03-25 14:00:00
HIST006621,PH0040,MED0060,188,2026-04-23 14:00:00
HIST006622,PH0040,MED0060,165,2026-05-24 14:00:00
HIST006623,PH0040,MED0060,179,2026-06-24 14:00:00
HIST006624,PH0040,MED0060,168,2026-07-25 14:00:00
HIST006625,PH0040,MED0438,79,2025-11-25 14:00:00
HIST006626,PH0040,MED0438,80,2025-12-27 14:00:00
HIST006627,PH0040,MED0438,71,2026-01-23 14:00:00
HIST006628,PH0040,MED0438,70,2026-02-26 14:00:00
HIST006629,PH0040,MED0438,66,2026-03-26 14:00:00
HIST006630,PH0040,MED0438,66,2026-04-26 14:00:00
HIST006631,PH0040,MED0438,72,2026-05-25 14:00:00
HIST006632,PH0040,MED0438,76,2026-06-22 14:00:00
HIST006633,PH0040,MED0438,71,2026-07-22 14:00:00
HIST006634,PH0040,MED0463,114,2025-11-28 14:00:00
HIST006635,PH0040,MED0463,0,2025-12-26 14:00:00
HIST006636,PH0040,MED0463,0,2026-01-23 14:00:00
HIST006637,PH0040,MED0463,0,2026-02-23 14:00:00
HIST006638,PH0040,MED0463,118,2026-03-27 14:00:00
HIST006639,PH0040,MED0463,0,2026-04-25 14:00:00
HIST006640,PH0040,MED0463,0,2026-05-26 14:00:00
HIST006641,PH0040,MED0463,0,2026-06-24 14:00:00
HIST006642,PH0040,MED0463,236,2026-07-26 14:00:00
HIST006643,PH0041,MED0157,130,2025-11-26 14:00:00
HIST006644,PH0041,MED0157,126,2025-12-27 14:00:00
HIST006645,PH0041,MED0157,111,2026-01-25 14:00:00
HIST006646,PH0041,MED0157,112,2026-02-23 14:00:00
HIST006647,PH0041,MED0157,112,2026-03-28 14:00:00
HIST006648,PH0041,MED0157,125,2026-04-24 14:00:00
HIST006649,PH0041,MED0157,119,2026-05-27 14:00:00
HIST006650,PH0041,MED0157,120,2026-06-23 14:00:00
HIST006651,PH0041,MED0157,122,2026-07-25 14:00:00
HIST006652,PH0041,MED0173,137,2025-11-28 14:00:00
HIST006653,PH0041,MED0173,135,2025-12-25 14:00:00
HIST006654,PH0041,MED0173,124,2026-01-26 14:00:00
HIST006655,PH0041,MED0173,132,2026-02-26 14:00:00
HIST006656,PH0041,MED0173,125,2026-03-26 14:00:00
HIST006657,PH0041,MED0173,120,2026-04-23 14:00:00
HIST006658,PH0041,MED0173,122,2026-05-23 14:00:00
HIST006659,PH0041,MED0173,122,2026-06-24 14:00:00
HIST006660,PH0041,MED0173,133,2026-07-24 14:00:00
HIST006661,PH0041,MED0234,113,2025-11-28 14:00:00
HIST006662,PH0041,MED0234,112,2025-12-26 14:00:00
HIST006663,PH0041,MED0234,131,2026-01-26 14:00:00
HIST006664,PH0041,MED0234,128,2026-02-26 14:00:00
HIST006665,PH0041,MED0234,130,2026-03-25 14:00:00
HIST006666,PH0041,MED0234,129,2026-04-27 14:00:00
HIST006667,PH0041,MED0234,126,2026-05-23 14:00:00
HIST006668,PH0041,MED0234,117,2026-06-25 14:00:00
HIST006669,PH0041,MED0234,126,2026-07-26 14:00:00
HIST006670,PH0041,MED0284,122,2025-11-24 14:00:00
HIST006671,PH0041,MED0284,93,2025-12-26 14:00:00
HIST006672,PH0041,MED0284,71,2026-01-23 14:00:00
HIST006673,PH0041,MED0284,52,2026-02-23 14:00:00
HIST006674,PH0041,MED0284,41,2026-03-25 14:00:00
HIST006675,PH0041,MED0284,28,2026-04-24 14:00:00
HIST006676,PH0041,MED0284,20,2026-05-24 14:00:00
HIST006677,PH0041,MED0284,13,2026-06-22 14:00:00
HIST006678,PH0041,MED0284,10,2026-07-23 14:00:00
HIST006679,PH0041,MED0083,205,2025-11-24 14:00:00
HIST006680,PH0041,MED0083,225,2025-12-25 14:00:00
HIST006681,PH0041,MED0083,211,2026-01-24 14:00:00
HIST006682,PH0041,MED0083,198,2026-02-23 14:00:00
HIST006683,PH0041,MED0083,214,2026-03-24 14:00:00
HIST006684,PH0041,MED0083,201,2026-04-27 14:00:00
HIST006685,PH0041,MED0083,217,2026-05-27 14:00:00
HIST006686,PH0041,MED0083,200,2026-06-25 14:00:00
HIST006687,PH0041,MED0083,222,2026-07-24 14:00:00
HIST006688,PH0041,MED0411,42,2025-11-25 14:00:00
HIST006689,PH0041,MED0411,40,2025-12-28 14:00:00
HIST006690,PH0041,MED0411,40,2026-01-26 14:00:00
HIST006691,PH0041,MED0411,41,2026-02-23 14:00:00
HIST006692,PH0041,MED0411,44,2026-03-28 14:00:00
HIST006693,PH0041,MED0411,38,2026-04-27 14:00:00
HIST006694,PH0041,MED0411,42,2026-05-24 14:00:00
HIST006695,PH0041,MED0411,39,2026-06-25 14:00:00
HIST006696,PH0041,MED0411,41,2026-07-24 14:00:00
HIST006697,PH0041,MED0194,17,2025-11-27 14:00:00
HIST006698,PH0041,MED0194,7,2025-12-28 14:00:00
HIST006699,PH0041,MED0194,25,2026-01-23 14:00:00
HIST006700,PH0041,MED0194,0,2026-02-24 14:00:00
HIST006701,PH0041,MED0194,18,2026-03-24 14:00:00
HIST006702,PH0041,MED0194,23,2026-04-23 14:00:00
